Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
Dev Information Technology,9,1.2k, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +33 other locations,241,4.9
United Alliance Technology,--,27, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +6 other locations,241,4.4
National Petroleum Construction Company,--,532, Abu Dhabi ,Oil & Gas,Oil & Gas | Abu Dhabi +22 other locations,240,3.4
Emergys Labs,--,1.8k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +9 other locations,240,3.3
The Institute Of Chartered Accountants,7,1.3k, New Delhi ,Education & Training,Education & Training | New Delhi +50 other locations,240,3.3
RGBSI,--,1.5k, Bengaluru ,Software Product,Software Product | Bengaluru +9 other locations,240,3.9
Agappe Diagnostics,15,742, Kochi ,Medical Equipment,Medical Equipment | Kochi +36 other locations,240,3.7
Billabong High International School,3,746, Mumbai ,Education & Training,Education & Training | Mumbai +20 other locations,240,3.6
Bravura Solutions,15,1.2k, Gurugram ,Software Product,Software Product | Gurugram +3 other locations,240,4.1
Virgo Laminates,--,695, New Delhi ,Building Material,Building Material | New Delhi +52 other locations,240,3.1
Moveinsync Technology Solutions,9,1.4k, Bengaluru ,Software Product,Software Product | Bengaluru +12 other locations,240,4.0
Alembic,155,808, Vadodara ,Pharma,Pharma | Vadodara +29 other locations,240,3.0
IndustryBuying.com,22,1.2k, New Delhi ,Internet,Internet | New Delhi +17 other locations,240,4.0
Keller Ground Engineering,--,745, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +28 other locations,240,3.9
Riddhi Corporate Services,--,772, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +53 other locations,240,3.5
Pacific Cyber Technology,15,873, Daman & Diu ,Electronics Manufacturing,Electronics Manufacturing | Daman & Diu +10 other locations,240,2.9
GeeksForGeeks,1,1.1k, Noida ,Education & Training,Education & Training | Noida +10 other locations,240,4.3
iServeU,11,1.1k, Bhubaneswar ,FinTech,FinTech | Bhubaneswar +6 other locations,241,3.6
Klaus IT Solutions,4,1.3k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +6 other locations,240,3.3
Data Marshall,6,1.2k, Hyderabad ,Analytics & KPO,Analytics & KPO | Hyderabad +5 other locations,249,3.8
Sila Solutions,12,743, Mumbai ,Facility Management Services,Facility Management Services | Mumbai +22 other locations,240,4.1
Central Tool Room & Training Centre,--,621, Bhubaneswar ,Industrial Machinery,Industrial Machinery | Bhubaneswar +17 other locations,240,4.2
The Sparks Foundation,--,325, Mumbai ,Education & Training,Education & Training | Mumbai +20 other locations,240,3.3
Netenrich Technologies,11,1.9k, Hyderabad ,Software Product,Software Product | Hyderabad +7 other locations,240,4.2
Dalmia Bharat Sugar & Industries,1,813, Kolhapur ,Food Processing,Food Processing | Kolhapur +19 other locations,240,4.6
Chennai Petroleum Corporation,--,1k, Chennai ,Oil & Gas,Oil & Gas | Chennai +11 other locations,240,4.0
Mahindra Defence Systems,--,1.2k, Pune ,Defence & Aerospace,Defence & Aerospace | Pune +25 other locations,240,3.8
Live Connections,11,856, Chennai ,Recruitment,Recruitment | Chennai +7 other locations,239,3.9
Vision Express,--,553, Bengaluru ,Retail,Retail | Bengaluru +36 other locations,239,3.9
Interarch Building Product,5,1k, Noida ,Engineering & Construction,Engineering & Construction | Noida +29 other locations,239,4.1
Entero Healthcare Solutions,5,942, Mumbai ,Pharma,Pharma | Mumbai +26 other locations,240,4.1
Riviera Infraprojects,5,691, Ahmedabad ,Engineering & Construction,Engineering & Construction | Ahmedabad +15 other locations,239,3.5
YES SECURITIES,16,1.3k, Mumbai ,Investment Banking / Venture Capital / Private Equity,Investment Banking / Venture Capital / Private Equity | Mumbai +41 other locations,239,4.3
Kuwait Oil Company,--,746, Chennai ,Oil & Gas,Oil & Gas | Chennai +18 other locations,239,3.9
Sterling Hospitals,--,786, Ahmedabad ,Healthcare,Healthcare | Ahmedabad +15 other locations,238,3.2
e-Procurement Technologies,--,860, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +18 other locations,239,3.7
Vasta Global,--,1.1k, Mumbai ,Clinical Research,Clinical Research | Mumbai +8 other locations,239,3.3
Tatvasoft,2,1.7k, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +6 other locations,239,3.3
Starmark Software,7,1.5k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +4 other locations,239,3.6
Triveni Turbines,1,1.4k, Bengaluru ,Electrical Equipment,Electrical Equipment | Bengaluru +16 other locations,239,3.7
Simar Infrastructures,--,795, Panipat ,Engineering & Construction,Engineering & Construction | Panipat +49 other locations,239,4.3
Income Tax Department India,--,966, New Delhi ,Government,Government | New Delhi +82 other locations,239,3.9
Apollo Pipes,8,882, Noida ,Building Material,Building Material | Noida +33 other locations,239,4.3
SevenMentor,91,442, Pune ,Education & Training,Education & Training | Pune +3 other locations,239,4.3
Mayfair Hotels & Resorts,26,813, Bhubaneswar ,Hospitality,Hospitality | Bhubaneswar +16 other locations,239,3.5
SA Infrastructure Consultants,1,794, Noida ,Engineering & Construction,Engineering & Construction | Noida +61 other locations,239,4.2
iVenus,7,379, Surat ,Retail,Retail | Surat +25 other locations,239,3.9
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,--,475, Hyderabad ,Government,Government | Hyderabad +104 other locations,238,4.7
Karanwal Capital,8,211, Mumbai ,Investment Banking / Venture Capital / Private Equity,Investment Banking / Venture Capital / Private Equity | Mumbai +2 other locations,238,4.0
Sanjeev Auto Parts Manufacturers,--,738, Chhatrapati Sambhajinagar ,Auto Components,Auto Components | Chhatrapati Sambhajinagar +3 other locations,238,4.0
Fresher Than Fresh,--,389, Hyderabad ,Retail,Retail | Hyderabad +44 other locations,238,3.8
Sangam India,--,906, Bhilwara ,Fashion & Textile,Fashion & Textile | Bhilwara +22 other locations,238,3.4
SpanIdea,17,1.6k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +10 other locations,238,2.8
Q Way Technologies,--,1k, Chennai ,Analytics & KPO,Analytics & KPO | Chennai +3 other locations,238,3.5
Botree Software International,10,1.6k, Chennai ,Software Product,Software Product | Chennai +15 other locations,238,3.2
VISA Steel,--,829, Jajpur ,Iron & Steel,Iron & Steel | Jajpur +16 other locations,238,3.8
Miraj Cinemas,--,551, Mumbai ,Media & Entertainment,Media & Entertainment | Mumbai +53 other locations,238,4.5
Model N,11,902, Hyderabad ,Software Product,Software Product | Hyderabad +1 other locations,238,4.1
JWIL,--,921, New Delhi ,Waste Management,Waste Management | New Delhi +36 other locations,238,4.1
Envestnet Asset Management,5,1.8k, Thiruvananthapuram ,Financial Services,Financial Services | Thiruvananthapuram +7 other locations,238,3.4
PERSOLKELLY,266,1k, Bengaluru ,Recruitment,Recruitment | Bengaluru +40 other locations,238,3.7
PIX Transmissions,24,872, Nagpur ,Petrochemicals,Petrochemicals | Nagpur +12 other locations,238,3.8
ITW India,7,1.1k, Pune ,Automobile,Automobile | Pune +18 other locations,238,3.4
Health Prime Services (India),11,901, Mumbai ,Medical Equipment,Medical Equipment | Mumbai +11 other locations,238,4.1
Kamineni Hospitals,7,757, Hyderabad ,Healthcare,Healthcare | Hyderabad +9 other locations,238,3.3
Antara Senior Care,18,909,N/A,Gurugram +13 other locations,Gurugram +13 other locations,238,3.4
Avontix,35,779, Hyderabad ,Analytics & KPO,Analytics & KPO | Hyderabad +3 other locations,238,3.7
Prabhat Dairy,--,857, Mumbai ,FMCG,FMCG | Mumbai +26 other locations,238,4.2
Hindustan Pencils,1,696, Mumbai ,FMCG,FMCG | Mumbai +60 other locations,238,3.6
Optiemus Electronics,1,823, Noida ,Electronics Manufacturing,Electronics Manufacturing | Noida +8 other locations,237,3.2
Identifyplus Delivery Services,--,410, Gurugram ,Logistics,Logistics | Gurugram +87 other locations,237,3.7
Galpha Laboratories,--,733, Baddi ,Pharma,Pharma | Baddi +28 other locations,238,4.0
Tesseract Imaging,2,616,N/A,Navi Mumbai +5 other locations,Navi Mumbai +5 other locations,237,3.9
Arkade Group,--,298, Mumbai ,Real Estate,Real Estate | Mumbai +5 other locations,237,2.5
Cogito Tech,--,696, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +4 other locations,254,3.9
Niit Foundation,8,660, New Delhi ,Education & Training,Education & Training | New Delhi +47 other locations,237,4.1
Innova Captab,--,794, Baddi ,Pharma,Pharma | Baddi +14 other locations,237,4.0
Gen,15,1.7k, Pune ,Software Product,Software Product | Pune +8 other locations,237,3.8
Expertrons,10,616, Mumbai ,Education & Training,Education & Training | Mumbai +7 other locations,237,3.8
Net Access India,17,1.2k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +31 other locations,238,3.5
Smc Insurance Brokers,6,850, New Delhi ,Insurance,Insurance | New Delhi +32 other locations,237,3.9
Niit Foundation,8,660, New Delhi ,Education & Training,Education & Training | New Delhi +47 other locations,237,4.0
Tesseract Imaging,2,616,N/A,Navi Mumbai +5 other locations,Navi Mumbai +5 other locations,237,3.8
SRM Institute of Science and Technology,34,1.4k, Chennai ,Education & Training,Education & Training | Chennai +17 other locations,238,3.7
CLR Facility Services,5,811, Pune ,Facility Management Services,Facility Management Services | Pune +42 other locations,237,4.0
Turner Construction,2,823, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +17 other locations,237,4.4
SkillRecruit,--,332, Hyderabad ,Recruitment,Recruitment | Hyderabad +11 other locations,237,3.5
Arrise Bpo Solutions,10,684, Mumbai ,BPO,BPO | Mumbai +58 other locations,236,3.4
Apollo 247,17,1.6k, Hyderabad ,Healthcare,Healthcare | Hyderabad +21 other locations,250,3.3
Covalent Laboratories,--,975, Hyderabad ,Pharma,Pharma | Hyderabad +7 other locations,236,3.7
Carnival Cinemas,--,773, Mumbai ,Media & Entertainment,Media & Entertainment | Mumbai +60 other locations,236,4.0
Radnik Exports,--,776, Noida ,Fashion & Textile,Fashion & Textile | Noida +6 other locations,236,3.8
Chai Point,15,1.2k, Bengaluru ,Internet,Internet | Bengaluru +16 other locations,236,3.4
FEV,--,1.6k, Pune ,Auto Components,Auto Components | Pune +7 other locations,236,3.6
Filatex India,--,1.1k, Bharuch ,Fashion & Textile,Fashion & Textile | Bharuch +16 other locations,236,4.4
Interocean Group,12,268, New Delhi ,Ports & Shipping,Ports & Shipping | New Delhi +19 other locations,237,4.0
Simpolo Vitrified,19,782, Ahmedabad ,Building Material,Building Material | Ahmedabad +41 other locations,237,3.4
Capillary Technologies,1,2k, Bengaluru ,Software Product,Software Product | Bengaluru +7 other locations,236,3.1
WorkIndia,--,1.4k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +16 other locations,236,3.0
Dataflow Group,11,1.1k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +8 other locations,236,3.4
Capillary Technologies,1,2k, Bengaluru ,Software Product,Software Product | Bengaluru +7 other locations,236,4.2
ABEC,18,419, Mumbai ,Events,Events | Mumbai +13 other locations,236,3.0
Decorpot,93,1k, Bengaluru ,Architecture & Interior Design,Architecture & Interior Design | Bengaluru +14 other locations,236,3.8
Collman Services,--,734, Chennai ,BPO,BPO | Chennai +26 other locations,236,3.4
11:11 Systems,8,1.4k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +3 other locations,236,3.7
Arvato,--,498, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +8 other locations,235,3.7
Vara United,4,683, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +29 other locations,235,4.0
Koyo Bearings India,--,759, Rewari ,Auto Components,Auto Components | Rewari +7 other locations,235,4.3
Indiabulls Real Estate,--,934, Mumbai ,Real Estate,Real Estate | Mumbai +23 other locations,235,4.0
Fortune Park Hotels,--,615, Ahmedabad ,Hospitality,Hospitality | Ahmedabad +48 other locations,235,4.1
Texas Review,2,555, Hyderabad ,Education & Training,Education & Training | Hyderabad +13 other locations,235,4.2
Pharmaceutical job,--,2.1k, Mumbai ,Pharma,Pharma | Mumbai +65 other locations,235,2.8
Formidium Corp,--,1.3k, Jaipur ,Financial Services,Financial Services | Jaipur +5 other locations,235,3.5
Mfar Constructions,--,769, Bengaluru ,Engineering & Construction,Engineering & Construction | Bengaluru +13 other locations,235,3.8
Shiva Pharmachem,--,1.1k, Vadodara ,Pharma,Pharma | Vadodara +12 other locations,235,4.1
Tirupati Group,--,1k, Paonta Sahib ,Pharma,Pharma | Paonta Sahib +22 other locations,235,3.6
Kanpur Plastipack,1,766, Kanpur ,Packaging,Packaging | Kanpur +6 other locations,235,3.6
MQSYS Technologies,--,2.3k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +17 other locations,235,3.5
Javi Systems,--,698, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +34 other locations,236,3.5
Pinnacle Industries,--,1.1k, Indore ,Auto Components,Auto Components | Indore +11 other locations,236,4.0
Kaveri Seed Company,--,712,N/A,Hyderabad +61 other locations,Hyderabad +61 other locations,235,4.1
Neudesic Technologies,11,2.1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +4 other locations,235,3.6
Randstad Global Capability Center,--,1.5k, Hyderabad ,Recruitment,Recruitment | Hyderabad +18 other locations,239,4.2
Vserve Ebusiness Solutions,19,701, Coimbatore ,IT Services & Consulting,IT Services & Consulting | Coimbatore +9 other locations,235,3.9
Allen Solly,--,533, Bengaluru ,Fashion & Textile,Fashion & Textile | Bengaluru +70 other locations,235,4.1
Indo German Tool Room,--,526, Chhatrapati Sambhajinagar ,Government,Government | Chhatrapati Sambhajinagar +20 other locations,234,4.5
National Insurance Company,--,568, Kolkata ,Insurance,Insurance | Kolkata +81 other locations,234,3.4
CTM India Limited,--,806, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +19 other locations,235,3.8
Nagata India,--,909, Gurugram ,Metals & Mining,Metals & Mining | Gurugram +15 other locations,234,4.1
Neon Laboratories,--,1.1k, Mumbai ,Pharma,Pharma | Mumbai +38 other locations,234,4.0
NBCC,--,775, New Delhi ,Real Estate,Real Estate | New Delhi +32 other locations,234,3.3
ICICI Merchant Service,--,641, Mumbai ,Banking,Banking | Mumbai +55 other locations,234,3.7
Lenexis Foodworks,19,832, Mumbai ,Hospitality,Hospitality | Mumbai +31 other locations,235,4.0
Credgenics,4,1.3k, Noida ,FinTech,FinTech | Noida +6 other locations,234,3.4
Vinove Software & Services,--,754, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +4 other locations,234,3.4
Casio India Company,--,877, New Delhi ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | New Delhi +29 other locations,234,3.7
Maruti Ispat And Pipes,1,492, Hyderabad ,Iron & Steel,Iron & Steel | Hyderabad +10 other locations,234,3.3
Weikfield Foods,10,773, Pune ,Food Processing,Food Processing | Pune +48 other locations,234,3.5
Galva Decoparts,--,1.1k, Vapi ,Chemicals,Chemicals | Vapi +16 other locations,234,3.9
Barmalt Malting,4,911, Gurugram ,Food Processing,Food Processing | Gurugram +14 other locations,234,4.3
The BIM Engineers,12,1k, Gurugram ,Engineering & Construction,Engineering & Construction | Gurugram +12 other locations,234,4.3
Sanghvi Movers,16,643, Pune ,Industrial Machinery,Industrial Machinery | Pune +29 other locations,234,4.7
Manubhai Jewellers,6,191, Mumbai ,Jewellery,Jewellery | Mumbai +2 other locations,233,3.9
NKC Projects,--,998, Gurugram ,Engineering & Construction,Engineering & Construction | Gurugram +26 other locations,233,3.9
American Tower Corporation,--,1.1k, Gurugram ,Telecom,Telecom | Gurugram +45 other locations,233,4.1
St. John's Medical College Hospital,59,650, Bengaluru ,Healthcare,Healthcare | Bengaluru +11 other locations,233,4.0
Ginger Hotels,--,726, Mumbai ,Hospitality,Hospitality | Mumbai +40 other locations,233,3.8
Bread Financial,22,1.6k, Bengaluru ,FinTech,FinTech | Bengaluru +5 other locations,233,3.1
IMSI,8,805, Mumbai ,Recruitment,Recruitment | Mumbai +40 other locations,233,3.6
Indutch Composites Technology,--,1.2k, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +11 other locations,233,4.2
HAL Offshore,--,906, Mumbai ,Oil & Gas,Oil & Gas | Mumbai +28 other locations,233,3.5
Focus Energy,7,745, Jaisalmer ,Oil & Gas,Oil & Gas | Jaisalmer +13 other locations,233,4.0
Jeena Sikho Lifecare,29,662, Chandigarh ,Healthcare,Healthcare | Chandigarh +46 other locations,254,4.1
Airblack,5,264, Gurugram ,EdTech,EdTech | Gurugram +6 other locations,233,3.8
Annova Solutions,4,791, Indore ,Pharma,Pharma | Indore +10 other locations,233,3.1
Vaidik Eduservices,36,496, Noida ,EdTech,EdTech | Noida +15 other locations,233,3.3
OASYS Cybernetics,14,1.3k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +29 other locations,233,2.7
Verzeo,--,402, Bengaluru ,EdTech,EdTech | Bengaluru +12 other locations,233,3.7
